Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-10-09,20:00,0.0,,,40,5,,1.2
2016-10-09,20:30,,0,0,,,,
2016-10-09,21:00,0.0,,,46,1,,1.5
2016-10-09,21:30,,0,0,,,,
2016-10-09,22:00,0.0,,,43,2,,1.3
2016-10-09,22:30,,0,0,,,,
2016-10-09,23:00,0.0,,,46,5,,0.5
2016-10-09,23:30,,0,0,,,,
2016-10-10,00:00,0.0,,,46,1,,0.5
2016-10-10,00:30,,0,0,,,,
2016-10-10,01:00,0.0,,,48,1,,0.5
2016-10-10,01:30,,0,0,,,,
2016-10-10,02:00,0.0,,,48,5,,0.5
2016-10-10,02:30,,0,0,,,,
2016-10-10,03:00,0.0,,,50,5,,0.5
2016-10-10,03:30,,0,0,,,,
2016-10-10,04:00,0.0,,,44,1,,0.5
2016-10-10,04:30,,0,0,,,,
2016-10-10,05:00,0.0,,,45,1,,0.5
2016-10-10,05:30,,0,0,,,,
2016-10-10,06:00,0.0,,,46,4,,0.5
2016-10-10,06:30,,0,0,,,,
2016-10-10,07:00,0.0,,,49,0,,0.5
2016-10-10,07:30,,0,0,,,,
2016-10-10,08:00,0.0,,,45,0,,0.5
2016-10-10,08:30,,0,0,,,,
2016-10-10,09:00,0.0,,,48,2,,0.5
2016-10-10,09:30,,0,0,,,,
2016-10-10,10:00,0.0,,,48,4,,0.5
2016-10-10,10:30,,0,0,,,,
2016-10-10,11:00,0.0,,,53,2,,0.5
2016-10-10,11:30,,0,0,,,,
2016-10-10,12:00,0.0,,,56,8,,0.5
2016-10-10,12:30,,0,0,,,,
2016-10-10,13:00,0.0,,,59,4,,
2016-10-10,13:30,,0,0,,,,
2016-10-10,14:00,0.0,,,61,5,,
2016-10-10,14:30,,0,0,,,,
2016-10-10,15:00,0.0,,,59,2,,2.2
2016-10-10,15:30,,0,0,,,,
2016-10-10,16:00,0.0,,,53,2,,1.8
2016-10-10,16:30,,0,0,,,,
2016-10-10,17:00,0.0,,,47,0,,1.5
2016-10-10,17:30,,0,0,,,,
2016-10-10,18:00,0.0,,,40,1,,1.4
2016-10-10,18:30,,0,0,,,,
2016-10-10,19:00,0.0,,,36,,,1.3
2016-10-10,19:30,,0,0,,,,
2016-10-10,20:00,0.0,,,36,,,1.4
2016-10-10,20:30,,0,0,,,,
2016-10-10,21:00,0.0,,,47,7,,1.4
2016-10-10,21:30,,0,0,,,,
2016-10-10,22:00,0.0,,,53,6,,1.5
2016-10-10,22:30,,0,0,,,,
2016-10-10,23:00,0.0,,,48,8,,1.6
2016-10-10,23:30,,0,0,,,,
2016-10-11,00:00,0.0,,,49,8,,1.4
2016-10-11,00:30,,0,0,,,,
2016-10-11,01:00,0.0,,,50,7,,1.5
2016-10-11,01:30,,0,0,,,,
2016-10-11,02:00,0.0,,,47,4,,1.5
2016-10-11,02:30,,0,0,,,,
2016-10-11,03:00,0.0,,,45,8,,1.3
2016-10-11,03:30,,0,0,,,,
2016-10-11,04:00,0.0,,,43,9,,1.3
2016-10-11,04:30,,0,0,,,,
2016-10-11,05:00,0.0,,,45,10,,1.2
2016-10-11,05:30,,0,0,,,,
2016-10-11,06:00,0.0,,,50,7,,1.3
2016-10-11,06:30,,0,0,,,,
2016-10-11,07:00,0.0,,,50,6,,1.3
2016-10-11,07:30,,0,0,,,,
2016-10-11,08:00,0.0,,,51,4,,1.3
2016-10-11,08:30,,0,0,,,,
2016-10-11,09:00,0.0,,,49,5,,1.3
2016-10-11,09:30,,0,0,,,,
2016-10-11,10:00,0.0,,,34,5,,
2016-10-11,10:30,,0,0,,,,
2016-10-11,11:00,0.0,,,41,2,,
2016-10-11,11:30,,0,0,,,,
2016-10-11,12:00,0.0,,,38,4,,
2016-10-11,12:30,,0,0,,,,
2016-10-11,13:00,0.0,,,40,4,,
2016-10-11,13:30,,0,0,,,,
2016-10-11,14:00,0.0,,,43,5,,2.1
2016-10-11,14:30,,0,0,,,,
2016-10-11,15:00,0.0,,,44,9,,1.6
2016-10-11,15:30,,0,0,,,,
2016-10-11,16:00,0.0,,,44,8,,1.4
2016-10-11,16:30,,0,0,,,,
2016-10-11,17:00,0.0,,,40,5,,1.5
2016-10-11,17:30,,0,0,,,,
2016-10-11,18:00,0.0,,,42,6,,1.5
2016-10-11,18:30,,0,0,,,,
2016-10-11,19:00,0.0,,,46,5,,1.6
2016-10-11,19:30,,0,0,,,,
2016-10-11,20:00,0.0,,,52,8,,1.5
2016-10-11,20:30,,0,0,,,,
2016-10-11,21:00,0.0,,,53,10,,1.5
2016-10-11,21:30,,0,0,,,,
2016-10-11,22:00,0.0,,,38,9,,1.3
2016-10-11,22:30,,0,0,,,,
2016-10-11,23:00,0.0,,,36,9,,1.2
2016-10-11,23:30,,0,0,,,,
2016-10-12,00:00,0.0,,,23,9,,0.5
