Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-10-09,12:30,,0,0,0,,,
2016-10-09,13:00,,31,27,,,,
2016-10-09,13:30,,0,0,0,,,
2016-10-09,14:00,,38,30,,,,
2016-10-09,14:30,,0,0,0,,,
2016-10-09,15:00,,29,26,,,,
2016-10-09,15:30,,0,0,0,,,
2016-10-09,16:00,,27,31,,,,
2016-10-09,16:30,,0,0,0,,,
2016-10-09,17:00,,32,30,,,,
2016-10-09,17:30,,0,0,0,,,
2016-10-09,18:00,,19,28,,,,
2016-10-09,18:30,,0,0,0,,,
2016-10-09,19:00,,17,31,,,,
2016-10-09,19:30,,0,0,0,,,
2016-10-09,20:00,,23,29,,,,
2016-10-09,20:30,,0,0,0,,,
2016-10-09,21:00,,33,26,,,,
2016-10-09,21:30,,0,0,0,,,
2016-10-09,22:00,,33,29,,,,
2016-10-09,22:30,,0,0,0,,,
2016-10-09,23:00,,25,34,,,,
2016-10-09,23:30,,0,0,0,,,
2016-10-10,00:00,,20,28,,,,
2016-10-10,00:30,,0,0,0,,,
2016-10-10,01:00,,19,27,,,,
2016-10-10,01:30,,0,0,0,,,
2016-10-10,02:00,,16,27,,,,
2016-10-10,02:30,,0,0,0,,,
2016-10-10,03:00,,19,28,,,,
2016-10-10,03:30,,0,0,0,,,
2016-10-10,04:00,,40,31,,,,
2016-10-10,04:30,,0,0,0,,,
2016-10-10,05:00,,78,36,,,,
2016-10-10,05:30,,0,0,0,,,
2016-10-10,06:00,,173,51,,,,
2016-10-10,06:30,,0,0,0,,,
2016-10-10,07:00,,149,45,,,,
2016-10-10,07:30,,0,0,0,,,
2016-10-10,08:00,,251,66,,,,
2016-10-10,08:30,,0,0,0,,,
2016-10-10,09:00,,191,60,,,,
2016-10-10,09:30,,0,0,0,,,
2016-10-10,10:00,,174,59,,,,
2016-10-10,10:30,,0,0,0,,,
2016-10-10,11:00,,123,58,,,,
